id,event_time,username,role,action,detail
4966,2026-02-14 00:11:27,Avni870,admin,Logout,User initiated
4967,2025-11-23 17:12:02,Pari586,user,Attendance Marked,User initiated
4968,2025-11-19 13:40:45,Kiaan774,user,Attendance Marked,From analytics panel
4969,2025-11-20 05:52:35,Avni579,user,Model Retrain,User initiated
4970,2026-01-13 15:45:26,Kabir906,user,Login,Automated schedule
4971,2026-02-09 22:40:51,Aarav480,user,Password Changed,User initiated
4972,2026-01-09 01:08:05,Diya284,user,Model Retrain,Batch execution
4973,2026-02-27 08:37:53,Kabir484,user,Login,From desktop client
4974,2025-12-31 12:31:04,Anaya293,user,Login,Automated schedule
4975,2025-12-17 06:01:21,Sara919,user,Attendance Marked,From desktop client
4976,2026-02-05 09:25:13,Atharv900,user,Logout,From analytics panel
4977,2026-03-06 13:22:18,Kiara711,user,Password Changed,From desktop client
4978,2026-01-30 17:04:25,Dhruv10,user,Export CSV,From desktop client
4979,2026-02-03 16:17:19,Myra298,user,Attendance Marked,From desktop client
4980,2026-01-29 11:28:05,Ira275,user,Export CSV,From desktop client
4981,2025-11-17 00:10:05,Sara919,user,Settings Changed,Automated schedule
4982,2026-01-12 08:00:42,Ishaan24,user,Generate Face,Automated schedule
4983,2026-02-13 09:31:21,Diya284,user,Logout,Automated schedule
4984,2026-01-07 19:32:16,Aarav25,user,Generate Face,From desktop client
4985,2025-11-22 20:00:11,Aadhya294,user,Password Changed,Automated schedule
4986,2026-02-08 00:07:12,Myra116,admin,Attendance Marked,Automated schedule
4987,2026-02-09 09:18:45,Kabir308,user,Export CSV,User initiated
4988,2025-12-09 18:34:04,Ishaan24,user,Login,From desktop client
4989,2026-01-12 23:51:25,Atharv240,user,Settings Changed,From analytics panel
4990,2026-01-14 02:59:17,Aarav875,user,Settings Changed,User initiated
4991,2025-12-18 04:33:26,Pari869,user,Export CSV,Batch execution
4992,2026-02-25 05:48:16,Diya497,user,Settings Changed,User initiated
4993,2026-01-29 08:19:22,Ira409,user,Logout,Manual trigger
4994,2025-11-20 10:33:29,Riya442,user,Login,Manual trigger
4995,2026-02-22 15:21:04,Diya59,user,Logout,From analytics panel
4996,2026-01-30 11:24:58,Kabir793,user,Login,Manual trigger
4997,2026-02-01 18:57:52,Diya389,user,Export CSV,User initiated
4998,2026-01-31 02:36:51,Riya442,user,Model Retrain,Batch execution
4999,2026-01-09 19:49:41,Ishaan257,user,Export CSV,User initiated
5000,2025-12-15 10:21:14,Pari586,user,Model Retrain,Automated schedule
5001,2025-12-15 13:42:16,Myra407,user,Model Retrain,Manual trigger
5002,2025-12-24 06:45:58,Myra407,user,Password Changed,From analytics panel
5003,2026-03-11 04:10:23,Ishaan24,user,Attendance Marked,Automated schedule
5004,2026-01-19 22:49:17,Aditya340,user,Generate Face,From desktop client
5005,2026-01-16 13:33:12,Vihaan317,user,Settings Changed,Batch execution
5006,2026-02-27 14:47:12,Aarav474,user,Compare Faces,From analytics panel
5007,2025-11-23 07:18:59,Anaya339,user,Generate Face,Manual trigger
5008,2025-11-25 06:19:50,Atharv900,user,Login,From analytics panel
5009,2026-01-28 03:55:06,Avni579,user,Attendance Marked,From desktop client
5010,2025-12-09 20:29:55,Aadhya294,user,Attendance Marked,Automated schedule
5011,2025-12-28 16:04:07,Pari465,user,Password Changed,Manual trigger
5012,2025-11-25 02:35:21,Dhruv667,user,Attendance Marked,User initiated
5013,2026-03-05 15:39:48,Kiara950,user,Password Changed,Automated schedule
5014,2025-12-08 06:34:39,Kabir906,user,Logout,From analytics panel
5015,2026-02-03 09:38:24,Vihaan431,user,Logout,User initiated
5016,2026-02-18 01:26:20,Avni870,admin,Model Retrain,Automated schedule
5017,2026-01-30 17:21:06,Avni579,user,Login,User initiated
5018,2026-02-16 20:58:52,Kiara616,user,Logout,From analytics panel
5019,2025-11-29 01:21:06,Ishaan572,user,Password Changed,User initiated
5020,2026-02-21 08:55:34,Vihaan738,user,Settings Changed,From desktop client
5021,2026-01-13 03:40:43,Ishaan969,user,Settings Changed,Automated schedule
5022,2026-02-05 03:02:41,Vihaan485,user,Logout,From desktop client
5023,2026-01-17 17:25:04,Diya389,user,Logout,From analytics panel
5024,2026-03-01 06:07:25,Reyansh444,user,Model Retrain,Batch execution
5025,2026-01-01 09:54:12,Aditya45,user,Password Changed,Automated schedule
5026,2025-12-13 03:05:21,Avni724,user,Compare Faces,Batch execution
5027,2026-02-19 15:55:44,Dhruv146,user,Login,User initiated
5028,2025-11-13 12:05:53,Diya317,user,Attendance Marked,Manual trigger
5029,2026-02-08 18:21:32,Aarav171,user,Settings Changed,User initiated
5030,2026-02-26 23:51:39,Atharv240,user,Generate Face,Manual trigger
5031,2025-12-03 03:39:47,Arjun893,user,Login,User initiated
5032,2026-01-14 10:21:54,Aarav824,user,Password Changed,Batch execution
5033,2026-01-18 13:47:04,Dhruv146,user,Password Changed,Batch execution
5034,2026-01-17 03:15:07,Kabir922,user,Attendance Marked,Automated schedule
5035,2026-01-13 05:07:07,Avni724,user,Attendance Marked,Batch execution
5036,2026-02-21 20:59:29,Aditya45,user,Export CSV,Batch execution
5037,2025-11-21 11:52:16,Diya637,user,Login,From desktop client
5038,2026-02-24 07:02:31,Aadhya294,user,Model Retrain,From analytics panel
5039,2025-12-04 10:33:30,Riya941,user,Logout,From desktop client
5040,2026-02-17 07:52:17,Riya945,user,Model Retrain,User initiated
5041,2026-02-14 08:16:27,Riya933,user,Logout,Automated schedule
5042,2025-12-12 08:27:02,Aadhya418,user,Login,User initiated
5043,2026-01-03 21:45:35,Ishaan572,user,Password Changed,From analytics panel
5044,2026-03-10 21:36:40,Ishaan572,user,Settings Changed,Manual trigger
5045,2025-12-25 13:56:38,Vihaan888,user,Compare Faces,Batch execution
5046,2026-01-01 13:21:54,Avni545,user,Login,User initiated
5047,2025-12-20 15:34:58,Ishaan627,user,Export CSV,Automated schedule
5048,2026-01-13 12:52:32,Aditya530,user,Model Retrain,From analytics panel
5049,2025-12-15 16:58:59,Riya945,user,Attendance Marked,Manual trigger
5050,2026-02-26 00:52:45,Pari465,user,Login,Automated schedule
5051,2025-11-20 00:22:15,Riya941,user,Model Retrain,From analytics panel
5052,2026-03-05 23:54:18,Ira249,user,Attendance Marked,Batch execution
5053,2026-01-25 03:58:22,Ishaan372,user,Login,Batch execution
5054,2025-12-23 16:44:21,Aditya246,user,Generate Face,Manual trigger
5055,2026-01-25 20:59:34,Myra407,user,Model Retrain,User initiated
5056,2026-02-08 19:12:11,Aditya656,user,Attendance Marked,Automated schedule
5057,2025-12-11 11:58:35,Ira409,user,Login,From analytics panel
5058,2026-02-17 22:02:59,Avni631,user,Model Retrain,Automated schedule
5059,2026-01-28 18:22:53,Myra298,user,Generate Face,From analytics panel
5060,2025-11-25 21:02:10,Aadhya294,user,Compare Faces,User initiated
5061,2025-12-10 12:15:19,Anaya861,user,Compare Faces,From analytics panel
5062,2026-01-24 09:19:44,Riya340,user,Model Retrain,From analytics panel
5063,2026-02-20 00:29:35,Reyansh444,user,Login,Automated schedule
5064,2026-01-05 20:32:02,Ira409,user,Model Retrain,Automated schedule
5065,2025-12-09 15:15:09,Dhruv10,user,Settings Changed,Batch execution
5066,2025-12-11 17:10:14,Anaya339,user,Model Retrain,From desktop client
5067,2026-02-14 09:34:17,Ishaan231,user,Settings Changed,Automated schedule
5068,2025-12-16 00:17:23,Pari465,user,Password Changed,From analytics panel
5069,2025-12-01 20:41:28,Kabir906,user,Attendance Marked,Automated schedule
5070,2025-11-21 03:42:45,Ira249,user,Export CSV,User initiated
5071,2026-03-12 07:11:53,Pari23,user,Settings Changed,Batch execution
5072,2025-12-28 04:27:59,Aditya340,user,Logout,Manual trigger
5073,2026-01-29 12:52:06,Anaya861,user,Model Retrain,Batch execution
5074,2025-12-05 02:01:09,SG SHISHIR,user,Password Changed,Automated schedule
5075,2026-02-05 11:06:10,Atharv96,user,Attendance Marked,User initiated
5076,2026-03-07 07:43:32,Pari869,user,Settings Changed,User initiated
5077,2025-11-23 17:03:33,Kiara714,user,Model Retrain,Manual trigger
5078,2026-01-01 04:03:27,Kiara397,user,Compare Faces,Batch execution
5079,2026-03-13 08:53:44,Riya897,user,Generate Face,User initiated
5080,2026-02-21 18:00:43,Aditya656,user,Attendance Marked,User initiated
5081,2025-12-26 13:42:14,Aditya530,user,Settings Changed,From desktop client
5082,2025-12-20 15:16:49,Aditya179,user,Settings Changed,From analytics panel
5083,2025-12-07 15:11:21,Aarav485,user,Export CSV,From analytics panel
5084,2025-12-08 06:26:32,Diya59,user,Settings Changed,User initiated
5085,2026-01-10 20:21:39,Vihaan738,user,Logout,User initiated
5086,2026-03-09 18:03:17,Vihaan431,user,Logout,Batch execution
5087,2026-01-09 06:15:10,Atharv528,user,Generate Face,User initiated
5088,2025-11-24 11:15:32,Vihaan132,user,Compare Faces,Automated schedule
5089,2026-01-14 11:11:44,Atharv900,user,Compare Faces,From analytics panel
5090,2025-11-20 18:04:03,Kabir793,user,Attendance Marked,Batch execution
5091,2026-01-23 23:27:11,Avni845,user,Settings Changed,User initiated
5092,2025-12-28 10:28:50,Pari869,user,Logout,Manual trigger
5093,2025-12-08 04:14:42,Riya313,admin,Login,Automated schedule
5094,2026-03-11 20:52:52,Kiara937,user,Logout,From desktop client
5095,2026-01-06 19:18:06,Ishaan207,user,Model Retrain,From analytics panel
5096,2026-01-11 05:45:32,Anaya339,user,Compare Faces,Automated schedule
5097,2026-03-05 12:26:10,Dhruv10,user,Export CSV,Batch execution
5098,2026-02-15 03:45:26,Diya637,user,Generate Face,Batch execution
5099,2026-02-17 23:16:36,Aadhya418,user,Generate Face,Automated schedule
5100,2025-12-27 12:55:16,Anaya874,user,Export CSV,User initiated
5101,2025-12-19 15:13:36,Ira409,user,Attendance Marked,User initiated
5102,2026-01-28 19:15:20,Sara662,user,Logout,From desktop client
5103,2025-11-23 08:33:16,Dhruv10,user,Logout,Batch execution
5104,2025-11-17 05:55:42,shishir,admin,Export CSV,Automated schedule
5105,2026-01-12 13:05:53,Diya284,user,Settings Changed,Manual trigger
5106,2026-02-20 20:13:42,Vihaan751,user,Generate Face,From desktop client
5107,2026-01-28 00:27:36,Aditya530,user,Export CSV,User initiated
5108,2026-03-11 00:30:21,Diya59,user,Compare Faces,Manual trigger
5109,2025-12-31 09:01:51,Dhruv146,user,Compare Faces,From desktop client
5110,2025-12-07 11:58:38,Anaya861,user,Password Changed,Automated schedule
5111,2026-02-19 04:32:05,Kiara937,user,Password Changed,Batch execution
5112,2026-03-05 07:23:26,Vihaan431,user,Settings Changed,Automated schedule
5113,2026-02-26 05:06:37,Atharv96,user,Attendance Marked,Batch execution
5114,2025-12-17 04:10:07,Avni845,user,Password Changed,Manual trigger
5115,2026-02-05 22:29:57,Sara239,user,Settings Changed,User initiated
5116,2026-02-18 00:46:31,Vihaan16,user,Password Changed,Batch execution
5117,2026-01-17 17:51:49,Diya451,user,Model Retrain,From desktop client
5118,2025-11-27 08:58:14,Aditya179,user,Compare Faces,From desktop client
5119,2025-12-26 16:48:17,Kabir308,user,Export CSV,From analytics panel
5120,2026-02-22 16:15:35,Kiara397,user,Password Changed,Manual trigger
5121,2026-01-10 19:47:11,Riya897,user,Attendance Marked,User initiated
5122,2026-02-12 06:58:17,Ishaan224,user,Settings Changed,From desktop client
5123,2026-01-13 11:47:12,Diya60,user,Generate Face,User initiated
5124,2026-01-08 07:09:31,shishir,admin,Login,Batch execution
5125,2026-01-29 08:36:06,Kiaan117,user,Generate Face,From analytics panel
5126,2026-01-13 21:53:21,Kabir906,user,Model Retrain,From analytics panel
5127,2026-02-13 11:14:25,Sara239,user,Password Changed,From analytics panel
5128,2026-03-13 01:19:30,Kiaan460,user,Settings Changed,User initiated
5129,2026-02-22 07:37:38,Ishaan572,user,Logout,Batch execution
5130,2025-11-28 18:36:13,Kiara616,user,Model Retrain,Automated schedule
5131,2025-11-22 11:36:49,Diya637,user,Compare Faces,Manual trigger
5132,2025-12-05 23:33:15,Arjun421,user,Generate Face,Batch execution
5133,2026-02-20 13:42:06,Atharv96,user,Logout,Automated schedule
5134,2025-12-20 14:31:48,Pari586,user,Generate Face,From analytics panel
5135,2026-01-31 01:58:08,Diya317,user,Compare Faces,Manual trigger
5136,2026-01-07 05:33:40,Myra407,user,Password Changed,From desktop client
5137,2026-03-04 04:36:58,Kabir922,user,Model Retrain,From analytics panel
5138,2026-01-15 16:51:52,Myra298,user,Settings Changed,Automated schedule
5139,2025-12-29 21:53:08,Atharv900,user,Generate Face,Manual trigger
5140,2025-12-23 21:29:35,Aadhya418,user,Attendance Marked,From desktop client
5141,2026-02-17 01:27:19,Riya897,user,Model Retrain,From analytics panel
5142,2025-12-30 21:31:46,Atharv96,user,Export CSV,From analytics panel
5143,2026-03-05 17:25:51,Diya497,user,Settings Changed,Automated schedule
5144,2025-12-17 05:42:50,Kiara397,user,Password Changed,User initiated
5145,2026-01-22 22:12:45,Kabir32,user,Settings Changed,User initiated
5146,2025-12-11 01:34:00,Riya945,user,Password Changed,From desktop client
5147,2026-01-30 05:05:42,Ishaan572,user,Attendance Marked,From analytics panel
5148,2026-02-14 05:15:46,Dhruv667,user,Model Retrain,From desktop client
5149,2025-12-31 01:15:01,Riya897,user,Export CSV,From analytics panel
5150,2025-12-02 07:39:18,Ira409,user,Settings Changed,Batch execution
5151,2026-03-09 16:42:53,Avni631,user,Password Changed,From desktop client
5152,2025-12-26 02:08:27,Riya340,user,Compare Faces,Automated schedule
5153,2025-11-27 09:14:28,Arjun667,user,Attendance Marked,Manual trigger
5154,2026-03-05 21:32:35,Myra298,user,Export CSV,From analytics panel
5155,2025-12-01 17:37:17,Avni545,user,Attendance Marked,Manual trigger
5156,2025-11-22 09:52:31,Arjun893,user,Compare Faces,Manual trigger
5157,2025-11-24 01:49:04,Riya897,user,Model Retrain,From desktop client
5158,2026-03-02 16:41:11,Avni845,user,Compare Faces,Batch execution
5159,2025-12-05 04:13:48,Kabir525,user,Login,From analytics panel
5160,2025-12-01 10:32:24,Atharv96,user,Generate Face,User initiated
5161,2026-01-18 23:31:49,Myra89,user,Generate Face,From analytics panel
5162,2026-01-02 01:10:35,Ishaan257,user,Export CSV,Manual trigger
5163,2026-02-16 16:08:39,Kabir484,user,Login,From desktop client
5164,2025-11-12 12:07:37,Arjun421,user,Model Retrain,From desktop client
5165,2025-12-25 00:18:40,Arjun116,user,Password Changed,From desktop client
5166,2025-12-30 17:54:03,Kabir793,user,Generate Face,From analytics panel
5167,2026-01-26 17:35:23,Riya969,user,Attendance Marked,Batch execution
5168,2026-03-11 22:22:45,Riya945,user,Logout,From desktop client
5169,2025-11-15 07:48:45,Ishaan207,user,Compare Faces,User initiated
5170,2026-01-21 21:48:59,Ishaan257,user,Generate Face,Automated schedule
5171,2026-02-23 10:19:45,Ira967,user,Password Changed,From desktop client
5172,2025-11-27 14:19:36,Vihaan485,user,Attendance Marked,Batch execution
5173,2026-02-21 18:34:51,Arjun635,user,Model Retrain,From desktop client
5174,2026-02-17 06:48:47,Pari465,user,Model Retrain,From desktop client
5175,2026-01-12 16:54:04,Myra298,user,Attendance Marked,User initiated
5176,2025-12-21 04:08:14,Kiaan460,user,Settings Changed,User initiated
5177,2025-12-19 06:39:50,Aarav25,user,Settings Changed,Batch execution
5178,2025-11-26 00:17:43,Diya284,user,Generate Face,From analytics panel
5179,2026-01-20 02:48:04,Aditya340,user,Settings Changed,User initiated
5180,2025-12-18 18:08:57,Aadhya440,user,Compare Faces,From desktop client
5181,2025-12-28 05:51:12,Dhruv830,user,Settings Changed,Manual trigger
5182,2025-11-23 16:50:47,Kabir793,user,Model Retrain,Manual trigger
5183,2025-11-14 23:14:36,Diya183,user,Password Changed,Batch execution
5184,2026-03-01 03:09:34,Vihaan132,user,Generate Face,User initiated
5185,2026-01-30 20:59:41,Arjun667,user,Login,Manual trigger
5186,2026-02-02 11:56:48,Kabir32,user,Generate Face,Automated schedule
5187,2025-12-23 11:43:19,Kiara950,user,Model Retrain,Batch execution
5188,2026-02-19 05:05:34,Kabir525,user,Generate Face,Batch execution
5189,2025-12-23 08:19:03,Arjun667,user,Compare Faces,Automated schedule
5190,2025-11-24 03:29:01,Kiaan117,user,Attendance Marked,Automated schedule
5191,2025-12-19 20:38:04,Ira967,user,Attendance Marked,From desktop client
5192,2026-03-11 22:45:58,Diya183,user,Password Changed,From desktop client
5193,2026-03-04 03:40:55,Avni631,user,Settings Changed,User initiated
5194,2026-01-20 04:28:14,Sara919,user,Compare Faces,User initiated
5195,2026-01-12 13:14:24,Riya969,user,Model Retrain,From analytics panel
5196,2026-02-22 15:33:55,Sara919,user,Export CSV,From desktop client
5197,2026-02-08 00:43:42,Anaya339,user,Export CSV,Batch execution
5198,2026-02-12 20:50:14,Sara194,user,Logout,User initiated
5199,2025-12-22 08:52:13,Kiara937,user,Generate Face,From desktop client
5200,2026-02-25 20:06:02,Diya451,user,Model Retrain,Manual trigger
5201,2026-01-12 17:22:34,Diya59,user,Model Retrain,User initiated
5202,2025-11-27 15:15:42,Kabir525,user,Compare Faces,User initiated
5203,2026-02-09 16:04:13,Aarav875,user,Logout,From analytics panel
5204,2025-12-22 22:16:03,Riya897,user,Attendance Marked,From desktop client
5205,2026-02-01 21:45:18,Kiaan774,user,Login,From desktop client
5206,2026-01-26 15:48:18,Avni631,user,Settings Changed,Manual trigger
5207,2025-11-28 21:25:16,Anaya874,user,Login,Manual trigger
5208,2026-02-06 03:47:07,Aditya246,user,Model Retrain,From desktop client
5209,2025-11-27 21:36:29,Kabir32,user,Model Retrain,Automated schedule
5210,2026-02-06 01:49:19,Riya941,user,Export CSV,Manual trigger
5211,2026-01-22 14:19:07,Ishaan257,user,Export CSV,From desktop client
5212,2025-12-21 10:34:59,Arjun421,user,Model Retrain,From desktop client
5213,2025-12-19 15:37:24,Ishaan372,user,Login,From analytics panel
5214,2026-03-03 07:52:00,Kiara44,user,Password Changed,Manual trigger
5215,2026-01-13 15:50:11,Kabir484,user,Logout,Automated schedule
5216,2026-02-02 07:07:29,Aarav25,user,Compare Faces,From desktop client
5217,2025-11-21 08:55:46,Arjun635,user,Logout,User initiated
5218,2026-03-10 20:02:36,Anaya293,user,Password Changed,User initiated
5219,2026-02-08 08:52:31,Diya497,user,Export CSV,Automated schedule
5220,2026-03-10 10:26:48,Kiara711,user,Password Changed,From desktop client
5221,2026-02-06 09:09:48,Riya969,user,Login,Manual trigger
5222,2026-01-12 04:39:26,Ishaan627,user,Attendance Marked,User initiated
5223,2026-01-15 04:41:37,Avni300,user,Generate Face,From desktop client
5224,2025-12-21 06:49:14,Atharv96,user,Logout,Batch execution
5225,2025-12-10 08:19:36,Ira249,user,Export CSV,From desktop client
5226,2025-12-12 16:54:29,Riya933,user,Generate Face,User initiated
5227,2026-03-07 14:05:04,Ishaan224,user,Generate Face,User initiated
5228,2026-01-04 08:25:37,Myra407,user,Logout,From desktop client
5229,2025-12-31 20:02:17,Kiara711,user,Model Retrain,Automated schedule
5230,2025-12-27 00:24:28,Myra298,user,Attendance Marked,From analytics panel
5231,2026-02-11 16:55:37,Aditya656,user,Attendance Marked,Automated schedule
5232,2026-02-20 16:52:16,Vihaan132,user,Attendance Marked,Manual trigger
5233,2026-01-31 15:13:12,Arjun116,user,Compare Faces,Automated schedule
5234,2025-12-28 04:18:18,Diya451,user,Logout,Automated schedule
5235,2025-11-25 04:19:41,Vihaan431,user,Model Retrain,Batch execution
5236,2025-11-20 14:08:20,Vihaan485,user,Generate Face,Batch execution
5237,2025-11-14 21:14:01,Ira249,user,Generate Face,Batch execution
5238,2026-01-01 16:06:25,Riya897,user,Password Changed,Automated schedule
5239,2025-12-31 08:48:41,Diya317,user,Attendance Marked,From analytics panel
5240,2026-02-23 15:52:07,Aditya530,user,Export CSV,From desktop client
5241,2025-12-23 03:55:21,Vihaan485,user,Export CSV,Manual trigger
5242,2026-01-30 19:52:01,Aditya45,user,Password Changed,From analytics panel
5243,2025-11-13 23:36:56,Dhruv667,user,Attendance Marked,Batch execution
5244,2025-12-26 12:10:44,Vihaan431,user,Compare Faces,From analytics panel
5245,2026-01-10 19:25:04,Kiara714,user,Attendance Marked,Automated schedule
5246,2025-12-14 19:51:10,Kiara714,user,Settings Changed,Automated schedule
5247,2025-11-25 01:01:07,Pari23,user,Logout,From desktop client
5248,2025-11-18 19:46:21,Aditya246,user,Login,From analytics panel
5249,2025-12-24 06:09:43,Atharv900,user,Logout,From analytics panel
5250,2025-12-20 00:15:47,Ira275,user,Password Changed,From analytics panel
5251,2026-02-24 11:30:43,Diya637,user,Compare Faces,Automated schedule
5252,2026-01-26 03:59:41,Kabir484,user,Logout,Manual trigger
5253,2026-03-12 05:57:42,Aditya179,user,Generate Face,Batch execution
5254,2025-12-15 15:37:34,Kiara711,user,Logout,Batch execution
5255,2026-02-27 21:13:47,Avni579,user,Generate Face,Batch execution
5256,2025-12-12 22:07:46,Avni724,user,Login,From analytics panel
5257,2025-12-08 19:49:08,Diya283,user,Attendance Marked,Batch execution
5258,2026-01-13 19:10:44,Aadhya505,user,Logout,Batch execution
5259,2026-02-03 04:14:38,Kabir484,user,Login,From analytics panel
5260,2025-12-25 02:58:55,Aditya179,user,Generate Face,User initiated
5261,2026-01-02 22:39:31,Kiara937,user,Export CSV,From desktop client
5262,2025-12-20 14:43:48,Avni845,user,Password Changed,Batch execution
5263,2025-12-02 22:43:51,Reyansh444,user,Compare Faces,Automated schedule
5264,2026-02-25 03:04:04,Arjun635,user,Login,From analytics panel
5265,2026-01-28 11:22:39,Aditya45,user,Compare Faces,Automated schedule
5266,2026-01-01 00:31:42,Diya637,user,Attendance Marked,User initiated
5267,2026-02-02 20:11:37,Avni579,user,Logout,Automated schedule
5268,2026-02-14 17:01:06,Pari23,user,Export CSV,User initiated
5269,2025-11-27 16:42:46,Riya945,user,Attendance Marked,From analytics panel
5270,2025-12-19 13:56:30,Vihaan431,user,Attendance Marked,Automated schedule
5271,2026-03-01 14:28:17,Aarav474,user,Compare Faces,Batch execution
5272,2026-01-11 06:30:47,Myra407,user,Generate Face,Manual trigger
5273,2026-02-13 15:35:48,Pari586,user,Logout,From analytics panel
5274,2026-01-21 14:02:13,Atharv900,user,Attendance Marked,From desktop client
5275,2026-02-07 18:35:37,Myra89,user,Password Changed,From desktop client
5276,2026-02-07 06:49:54,Aarav875,user,Export CSV,Manual trigger
5277,2026-02-21 21:55:25,Kabir531,user,Password Changed,Batch execution
5278,2025-11-14 14:14:00,Riya945,user,Compare Faces,From desktop client
5279,2025-12-14 20:11:47,Ishaan572,user,Generate Face,Batch execution
5280,2025-11-23 10:59:37,Sara285,user,Generate Face,From analytics panel
5281,2025-11-13 14:41:33,Diya183,user,Compare Faces,Manual trigger
5282,2026-02-01 08:00:30,Reyansh444,user,Login,From analytics panel
5283,2026-02-01 03:35:17,Riya340,user,Compare Faces,From analytics panel
5284,2025-11-18 14:06:18,Arjun667,user,Settings Changed,User initiated
5285,2025-12-30 12:11:03,Kiara937,user,Logout,From desktop client
5286,2026-02-19 11:18:21,Avni579,user,Compare Faces,From desktop client
5287,2026-02-12 06:32:50,Arjun635,user,Login,User initiated
5288,2025-11-18 20:31:22,Myra89,user,Export CSV,Manual trigger
5289,2025-11-22 09:50:39,Riya340,user,Model Retrain,Automated schedule
5290,2026-02-13 13:48:57,Myra298,user,Login,Manual trigger
5291,2026-03-10 21:28:57,Vihaan317,user,Settings Changed,User initiated
5292,2025-12-16 00:00:38,Ishaan969,user,Password Changed,User initiated
5293,2026-01-15 07:15:19,Ishaan231,user,Login,Batch execution
5294,2026-03-07 22:19:18,Dhruv667,user,Generate Face,Batch execution
5295,2026-01-21 10:42:23,Ishaan372,user,Settings Changed,Automated schedule
5296,2026-02-04 09:46:15,Kabir531,user,Compare Faces,Automated schedule
5297,2025-12-13 17:25:05,Diya389,user,Login,Batch execution
5298,2026-02-19 00:15:09,Dhruv667,user,Compare Faces,From desktop client
5299,2025-11-27 18:24:15,Avni631,user,Model Retrain,Batch execution
5300,2026-01-04 03:05:14,Anaya339,user,Generate Face,User initiated
5301,2026-01-07 18:27:25,Aadhya294,user,Login,Batch execution
5302,2026-02-20 19:16:01,Aarav485,user,Model Retrain,Manual trigger
5303,2026-02-04 04:00:31,Sara239,user,Password Changed,From analytics panel
5304,2026-02-11 16:58:06,Anaya861,user,Logout,Batch execution
5305,2026-02-23 08:19:17,Myra298,user,Generate Face,User initiated
5306,2026-02-09 13:30:18,Ira249,user,Model Retrain,From desktop client
5307,2026-02-06 14:40:21,Ishaan224,user,Password Changed,Automated schedule
5308,2025-11-24 10:17:30,Sara194,user,Model Retrain,Manual trigger
5309,2026-01-15 08:10:53,Aditya340,user,Model Retrain,From analytics panel
5310,2025-12-04 08:51:02,Pari23,user,Settings Changed,Batch execution
5311,2025-11-21 18:19:10,Vihaan431,user,Settings Changed,From analytics panel
5312,2025-12-23 21:40:22,Aarav25,user,Export CSV,Batch execution
5313,2025-12-13 20:12:44,Ishaan627,user,Generate Face,From analytics panel
5314,2026-01-29 07:11:35,Kiara616,user,Compare Faces,From analytics panel
5315,2025-11-15 18:55:14,Pari23,user,Logout,Manual trigger
5316,2025-12-28 09:22:57,Vihaan132,user,Login,Manual trigger
5317,2025-12-12 02:39:52,Dhruv10,user,Settings Changed,User initiated
5318,2025-12-06 02:11:14,Kabir61,user,Password Changed,User initiated
5319,2026-03-08 10:23:15,Dhruv830,user,Password Changed,From desktop client
5320,2026-01-14 08:16:41,Atharv528,user,Settings Changed,From desktop client
5321,2025-11-30 15:38:04,Diya60,user,Logout,Batch execution
5322,2026-02-09 10:44:52,Vihaan113,user,Generate Face,From analytics panel
5323,2026-01-07 20:23:30,Vihaan16,user,Password Changed,Batch execution
5324,2026-02-03 03:58:26,Dhruv667,user,Logout,Batch execution
5325,2026-01-11 18:40:26,Vihaan751,user,Export CSV,User initiated
5326,2026-01-11 03:37:27,Kiaan117,user,Settings Changed,Manual trigger
5327,2025-12-14 16:11:01,Ira275,user,Model Retrain,User initiated
5328,2026-02-17 17:06:59,Vihaan431,user,Export CSV,From desktop client
5329,2025-12-01 06:07:54,Kabir922,user,Logout,From analytics panel
5330,2025-11-23 17:55:27,Sara662,user,Model Retrain,Manual trigger
5331,2025-12-16 18:55:32,Vihaan16,user,Generate Face,From desktop client
5332,2026-02-04 03:27:53,Pari465,user,Settings Changed,From analytics panel
5333,2025-11-25 10:41:36,Myra407,user,Login,From analytics panel
5334,2025-12-26 09:17:06,Sara662,user,Password Changed,From desktop client
5335,2026-01-31 12:47:39,Anaya293,user,Generate Face,From analytics panel
5336,2025-11-26 15:01:12,Riya933,user,Logout,Batch execution
5337,2026-01-09 06:26:18,Kiaan460,user,Logout,User initiated
5338,2026-01-12 01:29:53,Sara919,user,Generate Face,User initiated
5339,2025-11-18 02:17:52,Ishaan24,user,Logout,Automated schedule
5340,2025-12-27 12:48:26,Myra89,user,Export CSV,Manual trigger
5341,2026-02-02 21:22:46,Diya389,user,Settings Changed,From analytics panel
5342,2026-01-08 20:27:07,Myra407,user,Settings Changed,From analytics panel
5343,2026-02-17 03:57:03,Aarav485,user,Model Retrain,Manual trigger
5344,2026-02-24 20:28:45,Myra407,user,Logout,User initiated
5345,2026-01-16 18:18:59,Arjun893,user,Attendance Marked,Manual trigger
5346,2025-11-19 00:23:27,Kabir61,user,Model Retrain,Manual trigger
5347,2026-02-26 16:27:25,Vihaan132,user,Export CSV,Automated schedule
5348,2025-12-08 06:42:55,Kiara714,user,Attendance Marked,Automated schedule
5349,2026-01-29 02:03:44,Ira275,user,Compare Faces,From desktop client
5350,2026-02-02 05:20:58,Vihaan888,user,Settings Changed,Automated schedule
5351,2026-03-11 10:08:58,Diya637,user,Settings Changed,From desktop client
